,path,ID,ind
36,casis/Dataset/cumulative_align_barefoot/0_1049.jpg,38.0,1049
37,casis/Dataset/cumulative_align_barefoot/0_1051.jpg,38.0,1051
38,casis/Dataset/cumulative_align_barefoot/0_1054.jpg,38.0,1054
39,casis/Dataset/cumulative_align_barefoot/0_1057.jpg,38.0,1057
40,casis/Dataset/cumulative_align_barefoot/0_106.jpg,6.0,106
41,casis/Dataset/cumulative_align_barefoot/0_1060.jpg,38.0,1060
42,casis/Dataset/cumulative_align_barefoot/0_1063.jpg,38.0,1063
43,casis/Dataset/cumulative_align_barefoot/0_1065.jpg,39.0,1065
44,casis/Dataset/cumulative_align_barefoot/0_1067.jpg,39.0,1067
45,casis/Dataset/cumulative_align_barefoot/0_1068.jpg,39.0,1068
46,casis/Dataset/cumulative_align_barefoot/0_1070.jpg,39.0,1070
47,casis/Dataset/cumulative_align_barefoot/0_1071.jpg,39.0,1071
48,casis/Dataset/cumulative_align_barefoot/0_1073.jpg,39.0,1073
49,casis/Dataset/cumulative_align_barefoot/0_1074.jpg,39.0,1074
50,casis/Dataset/cumulative_align_barefoot/0_1076.jpg,39.0,1076
51,casis/Dataset/cumulative_align_barefoot/0_1077.jpg,39.0,1077
52,casis/Dataset/cumulative_align_barefoot/0_1079.jpg,39.0,1079
53,casis/Dataset/cumulative_align_barefoot/0_1081.jpg,39.0,1081
54,casis/Dataset/cumulative_align_barefoot/0_1084.jpg,39.0,1084
55,casis/Dataset/cumulative_align_barefoot/0_1087.jpg,39.0,1087
56,casis/Dataset/cumulative_align_barefoot/0_109.jpg,6.0,109
57,casis/Dataset/cumulative_align_barefoot/0_1090.jpg,39.0,1090
58,casis/Dataset/cumulative_align_barefoot/0_1093.jpg,39.0,1093
59,casis/Dataset/cumulative_align_barefoot/0_1096.jpg,40.0,1096
60,casis/Dataset/cumulative_align_barefoot/0_1099.jpg,40.0,1099
61,casis/Dataset/cumulative_align_barefoot/0_1102.jpg,40.0,1102
62,casis/Dataset/cumulative_align_barefoot/0_1105.jpg,40.0,1105
63,casis/Dataset/cumulative_align_barefoot/0_1108.jpg,40.0,1108
64,casis/Dataset/cumulative_align_barefoot/0_1110.jpg,40.0,1110
65,casis/Dataset/cumulative_align_barefoot/0_1112.jpg,40.0,1112
66,casis/Dataset/cumulative_align_barefoot/0_1113.jpg,40.0,1113
67,casis/Dataset/cumulative_align_barefoot/0_1115.jpg,40.0,1115
68,casis/Dataset/cumulative_align_barefoot/0_1116.jpg,40.0,1116
69,casis/Dataset/cumulative_align_barefoot/0_1118.jpg,40.0,1118
70,casis/Dataset/cumulative_align_barefoot/0_1119.jpg,40.0,1119
71,casis/Dataset/cumulative_align_barefoot/0_112.jpg,6.0,112
72,casis/Dataset/cumulative_align_barefoot/0_1121.jpg,40.0,1121
73,casis/Dataset/cumulative_align_barefoot/0_1122.jpg,40.0,1122
74,casis/Dataset/cumulative_align_barefoot/0_1124.jpg,40.0,1124
75,casis/Dataset/cumulative_align_barefoot/0_1125.jpg,41.0,1125
76,casis/Dataset/cumulative_align_barefoot/0_1127.jpg,41.0,1127
77,casis/Dataset/cumulative_align_barefoot/0_1128.jpg,41.0,1128
78,casis/Dataset/cumulative_align_barefoot/0_1130.jpg,41.0,1130
79,casis/Dataset/cumulative_align_barefoot/0_1131.jpg,41.0,1131
80,casis/Dataset/cumulative_align_barefoot/0_1133.jpg,41.0,1133
81,casis/Dataset/cumulative_align_barefoot/0_1134.jpg,41.0,1134
82,casis/Dataset/cumulative_align_barefoot/0_1136.jpg,41.0,1136
83,casis/Dataset/cumulative_align_barefoot/0_1137.jpg,41.0,1137
84,casis/Dataset/cumulative_align_barefoot/0_1139.jpg,41.0,1139
85,casis/Dataset/cumulative_align_barefoot/0_1140.jpg,41.0,1140
86,casis/Dataset/cumulative_align_barefoot/0_1142.jpg,41.0,1142
87,casis/Dataset/cumulative_align_barefoot/0_1143.jpg,41.0,1143
88,casis/Dataset/cumulative_align_barefoot/0_1145.jpg,41.0,1145
89,casis/Dataset/cumulative_align_barefoot/0_1146.jpg,41.0,1146
90,casis/Dataset/cumulative_align_barefoot/0_1148.jpg,41.0,1148
91,casis/Dataset/cumulative_align_barefoot/0_1149.jpg,41.0,1149
92,casis/Dataset/cumulative_align_barefoot/0_115.jpg,6.0,115
93,casis/Dataset/cumulative_align_barefoot/0_1151.jpg,41.0,1151
94,casis/Dataset/cumulative_align_barefoot/0_1152.jpg,41.0,1152
95,casis/Dataset/cumulative_align_barefoot/0_1153.jpg,41.0,1153
96,casis/Dataset/cumulative_align_barefoot/0_1155.jpg,42.0,1155
97,casis/Dataset/cumulative_align_barefoot/0_1158.jpg,42.0,1158
98,casis/Dataset/cumulative_align_barefoot/0_1161.jpg,42.0,1161
99,casis/Dataset/cumulative_align_barefoot/0_1164.jpg,42.0,1164
100,casis/Dataset/cumulative_align_barefoot/0_1167.jpg,42.0,1167
101,casis/Dataset/cumulative_align_barefoot/0_1170.jpg,42.0,1170
102,casis/Dataset/cumulative_align_barefoot/0_1173.jpg,42.0,1173
103,casis/Dataset/cumulative_align_barefoot/0_1176.jpg,42.0,1176
104,casis/Dataset/cumulative_align_barefoot/0_1179.jpg,42.0,1179
105,casis/Dataset/cumulative_align_barefoot/0_118.jpg,6.0,118
106,casis/Dataset/cumulative_align_barefoot/0_1182.jpg,42.0,1182
107,casis/Dataset/cumulative_align_barefoot/0_1183.jpg,43.0,1183
108,casis/Dataset/cumulative_align_barefoot/0_1185.jpg,43.0,1185
109,casis/Dataset/cumulative_align_barefoot/0_1186.jpg,43.0,1186
110,casis/Dataset/cumulative_align_barefoot/0_1188.jpg,43.0,1188
111,casis/Dataset/cumulative_align_barefoot/0_1189.jpg,43.0,1189
112,casis/Dataset/cumulative_align_barefoot/0_1191.jpg,43.0,1191
113,casis/Dataset/cumulative_align_barefoot/0_1192.jpg,43.0,1192
114,casis/Dataset/cumulative_align_barefoot/0_1194.jpg,43.0,1194
115,casis/Dataset/cumulative_align_barefoot/0_1195.jpg,43.0,1195
116,casis/Dataset/cumulative_align_barefoot/0_1197.jpg,43.0,1197
117,casis/Dataset/cumulative_align_barefoot/0_1198.jpg,43.0,1198
118,casis/Dataset/cumulative_align_barefoot/0_1200.jpg,43.0,1200
119,casis/Dataset/cumulative_align_barefoot/0_1201.jpg,43.0,1201
120,casis/Dataset/cumulative_align_barefoot/0_1203.jpg,43.0,1203
121,casis/Dataset/cumulative_align_barefoot/0_1205.jpg,43.0,1205
122,casis/Dataset/cumulative_align_barefoot/0_1208.jpg,43.0,1208
123,casis/Dataset/cumulative_align_barefoot/0_121.jpg,6.0,121
124,casis/Dataset/cumulative_align_barefoot/0_1210.jpg,43.0,1210
125,casis/Dataset/cumulative_align_barefoot/0_1212.jpg,43.0,1212
126,casis/Dataset/cumulative_align_barefoot/0_1213.jpg,44.0,1213
127,casis/Dataset/cumulative_align_barefoot/0_1215.jpg,44.0,1215
128,casis/Dataset/cumulative_align_barefoot/0_1216.jpg,44.0,1216
129,casis/Dataset/cumulative_align_barefoot/0_1218.jpg,44.0,1218
130,casis/Dataset/cumulative_align_barefoot/0_1219.jpg,44.0,1219
131,casis/Dataset/cumulative_align_barefoot/0_1221.jpg,44.0,1221
132,casis/Dataset/cumulative_align_barefoot/0_1222.jpg,44.0,1222
133,casis/Dataset/cumulative_align_barefoot/0_1224.jpg,44.0,1224
134,casis/Dataset/cumulative_align_barefoot/0_1225.jpg,44.0,1225
135,casis/Dataset/cumulative_align_barefoot/0_1227.jpg,44.0,1227
136,casis/Dataset/cumulative_align_barefoot/0_1229.jpg,44.0,1229
137,casis/Dataset/cumulative_align_barefoot/0_1232.jpg,44.0,1232
138,casis/Dataset/cumulative_align_barefoot/0_1235.jpg,44.0,1235
139,casis/Dataset/cumulative_align_barefoot/0_1238.jpg,44.0,1238
140,casis/Dataset/cumulative_align_barefoot/0_124.jpg,6.0,124
141,casis/Dataset/cumulative_align_barefoot/0_1241.jpg,44.0,1241
142,casis/Dataset/cumulative_align_barefoot/0_1244.jpg,45.0,1244
143,casis/Dataset/cumulative_align_barefoot/0_1247.jpg,45.0,1247
144,casis/Dataset/cumulative_align_barefoot/0_1250.jpg,45.0,1250
145,casis/Dataset/cumulative_align_barefoot/0_1253.jpg,45.0,1253
146,casis/Dataset/cumulative_align_barefoot/0_1255.jpg,45.0,1255
147,casis/Dataset/cumulative_align_barefoot/0_1257.jpg,45.0,1257
148,casis/Dataset/cumulative_align_barefoot/0_1259.jpg,45.0,1259
149,casis/Dataset/cumulative_align_barefoot/0_1261.jpg,45.0,1261
150,casis/Dataset/cumulative_align_barefoot/0_1263.jpg,45.0,1263
151,casis/Dataset/cumulative_align_barefoot/0_1264.jpg,45.0,1264
152,casis/Dataset/cumulative_align_barefoot/0_1266.jpg,45.0,1266
153,casis/Dataset/cumulative_align_barefoot/0_1267.jpg,45.0,1267
154,casis/Dataset/cumulative_align_barefoot/0_1269.jpg,45.0,1269
155,casis/Dataset/cumulative_align_barefoot/0_127.jpg,6.0,127
156,casis/Dataset/cumulative_align_barefoot/0_1270.jpg,45.0,1270
157,casis/Dataset/cumulative_align_barefoot/0_1272.jpg,45.0,1272
158,casis/Dataset/cumulative_align_barefoot/0_1274.jpg,46.0,1274
159,casis/Dataset/cumulative_align_barefoot/0_1277.jpg,46.0,1277
160,casis/Dataset/cumulative_align_barefoot/0_1280.jpg,46.0,1280
161,casis/Dataset/cumulative_align_barefoot/0_1283.jpg,46.0,1283
162,casis/Dataset/cumulative_align_barefoot/0_1286.jpg,46.0,1286
163,casis/Dataset/cumulative_align_barefoot/0_1288.jpg,46.0,1288
164,casis/Dataset/cumulative_align_barefoot/0_1290.jpg,46.0,1290
165,casis/Dataset/cumulative_align_barefoot/0_1291.jpg,46.0,1291
166,casis/Dataset/cumulative_align_barefoot/0_1293.jpg,46.0,1293
167,casis/Dataset/cumulative_align_barefoot/0_1295.jpg,46.0,1295
168,casis/Dataset/cumulative_align_barefoot/0_1297.jpg,46.0,1297
169,casis/Dataset/cumulative_align_barefoot/0_1299.jpg,46.0,1299
170,casis/Dataset/cumulative_align_barefoot/0_13.jpg,4.0,13
171,casis/Dataset/cumulative_align_barefoot/0_130.jpg,6.0,130
172,casis/Dataset/cumulative_align_barefoot/0_1300.jpg,46.0,1300
173,casis/Dataset/cumulative_align_barefoot/0_1302.jpg,46.0,1302
174,casis/Dataset/cumulative_align_barefoot/0_1303.jpg,47.0,1303
175,casis/Dataset/cumulative_align_barefoot/0_1305.jpg,47.0,1305
176,casis/Dataset/cumulative_align_barefoot/0_1306.jpg,47.0,1306
177,casis/Dataset/cumulative_align_barefoot/0_1308.jpg,47.0,1308
178,casis/Dataset/cumulative_align_barefoot/0_1309.jpg,47.0,1309
179,casis/Dataset/cumulative_align_barefoot/0_1311.jpg,47.0,1311
180,casis/Dataset/cumulative_align_barefoot/0_1312.jpg,47.0,1312
181,casis/Dataset/cumulative_align_barefoot/0_1314.jpg,47.0,1314
182,casis/Dataset/cumulative_align_barefoot/0_1315.jpg,47.0,1315
183,casis/Dataset/cumulative_align_barefoot/0_1317.jpg,47.0,1317
184,casis/Dataset/cumulative_align_barefoot/0_1319.jpg,47.0,1319
185,casis/Dataset/cumulative_align_barefoot/0_1322.jpg,47.0,1322
186,casis/Dataset/cumulative_align_barefoot/0_1325.jpg,47.0,1325
187,casis/Dataset/cumulative_align_barefoot/0_1328.jpg,47.0,1328
188,casis/Dataset/cumulative_align_barefoot/0_133.jpg,6.0,133
189,casis/Dataset/cumulative_align_barefoot/0_1331.jpg,47.0,1331
190,casis/Dataset/cumulative_align_barefoot/0_1333.jpg,48.0,1333
191,casis/Dataset/cumulative_align_barefoot/0_1335.jpg,48.0,1335
192,casis/Dataset/cumulative_align_barefoot/0_1336.jpg,48.0,1336
193,casis/Dataset/cumulative_align_barefoot/0_1338.jpg,48.0,1338
194,casis/Dataset/cumulative_align_barefoot/0_1339.jpg,48.0,1339
195,casis/Dataset/cumulative_align_barefoot/0_1341.jpg,48.0,1341
196,casis/Dataset/cumulative_align_barefoot/0_1342.jpg,48.0,1342
197,casis/Dataset/cumulative_align_barefoot/0_1344.jpg,48.0,1344
198,casis/Dataset/cumulative_align_barefoot/0_1345.jpg,48.0,1345
199,casis/Dataset/cumulative_align_barefoot/0_1347.jpg,48.0,1347
200,casis/Dataset/cumulative_align_barefoot/0_1348.jpg,48.0,1348
201,casis/Dataset/cumulative_align_barefoot/0_1350.jpg,48.0,1350
202,casis/Dataset/cumulative_align_barefoot/0_1351.jpg,48.0,1351
203,casis/Dataset/cumulative_align_barefoot/0_1353.jpg,48.0,1353
204,casis/Dataset/cumulative_align_barefoot/0_1354.jpg,48.0,1354
205,casis/Dataset/cumulative_align_barefoot/0_1356.jpg,48.0,1356
206,casis/Dataset/cumulative_align_barefoot/0_1357.jpg,48.0,1357
207,casis/Dataset/cumulative_align_barefoot/0_1359.jpg,48.0,1359
208,casis/Dataset/cumulative_align_barefoot/0_136.jpg,6.0,136
209,casis/Dataset/cumulative_align_barefoot/0_1360.jpg,48.0,1360
210,casis/Dataset/cumulative_align_barefoot/0_1362.jpg,48.0,1362
211,casis/Dataset/cumulative_align_barefoot/0_1363.jpg,49.0,1363
212,casis/Dataset/cumulative_align_barefoot/0_1365.jpg,49.0,1365
213,casis/Dataset/cumulative_align_barefoot/0_1366.jpg,49.0,1366
214,casis/Dataset/cumulative_align_barefoot/0_1368.jpg,49.0,1368
215,casis/Dataset/cumulative_align_barefoot/0_1369.jpg,49.0,1369
216,casis/Dataset/cumulative_align_barefoot/0_1371.jpg,49.0,1371
217,casis/Dataset/cumulative_align_barefoot/0_1372.jpg,49.0,1372
218,casis/Dataset/cumulative_align_barefoot/0_1374.jpg,49.0,1374
219,casis/Dataset/cumulative_align_barefoot/0_1375.jpg,49.0,1375
220,casis/Dataset/cumulative_align_barefoot/0_1377.jpg,49.0,1377
221,casis/Dataset/cumulative_align_barefoot/0_1378.jpg,49.0,1378
222,casis/Dataset/cumulative_align_barefoot/0_138.jpg,7.0,138
223,casis/Dataset/cumulative_align_barefoot/0_1380.jpg,49.0,1380
224,casis/Dataset/cumulative_align_barefoot/0_1381.jpg,49.0,1381
225,casis/Dataset/cumulative_align_barefoot/0_1383.jpg,49.0,1383
226,casis/Dataset/cumulative_align_barefoot/0_1384.jpg,49.0,1384
227,casis/Dataset/cumulative_align_barefoot/0_1386.jpg,49.0,1386
228,casis/Dataset/cumulative_align_barefoot/0_1387.jpg,49.0,1387
229,casis/Dataset/cumulative_align_barefoot/0_1389.jpg,49.0,1389
230,casis/Dataset/cumulative_align_barefoot/0_1390.jpg,49.0,1390
231,casis/Dataset/cumulative_align_barefoot/0_1392.jpg,49.0,1392
232,casis/Dataset/cumulative_align_barefoot/0_1394.jpg,51.0,1394
233,casis/Dataset/cumulative_align_barefoot/0_1397.jpg,51.0,1397
234,casis/Dataset/cumulative_align_barefoot/0_140.jpg,7.0,140
235,casis/Dataset/cumulative_align_barefoot/0_1400.jpg,51.0,1400
236,casis/Dataset/cumulative_align_barefoot/0_1403.jpg,51.0,1403
237,casis/Dataset/cumulative_align_barefoot/0_1406.jpg,51.0,1406
238,casis/Dataset/cumulative_align_barefoot/0_1409.jpg,51.0,1409
239,casis/Dataset/cumulative_align_barefoot/0_141.jpg,7.0,141
240,casis/Dataset/cumulative_align_barefoot/0_1412.jpg,51.0,1412
241,casis/Dataset/cumulative_align_barefoot/0_1415.jpg,51.0,1415
242,casis/Dataset/cumulative_align_barefoot/0_1418.jpg,51.0,1418
243,casis/Dataset/cumulative_align_barefoot/0_1421.jpg,51.0,1421
244,casis/Dataset/cumulative_align_barefoot/0_1424.jpg,52.0,1424
245,casis/Dataset/cumulative_align_barefoot/0_1427.jpg,52.0,1427
246,casis/Dataset/cumulative_align_barefoot/0_143.jpg,7.0,143
247,casis/Dataset/cumulative_align_barefoot/0_1430.jpg,52.0,1430
248,casis/Dataset/cumulative_align_barefoot/0_1433.jpg,52.0,1433
249,casis/Dataset/cumulative_align_barefoot/0_1436.jpg,52.0,1436
250,casis/Dataset/cumulative_align_barefoot/0_1439.jpg,52.0,1439
251,casis/Dataset/cumulative_align_barefoot/0_144.jpg,7.0,144
252,casis/Dataset/cumulative_align_barefoot/0_1442.jpg,52.0,1442
253,casis/Dataset/cumulative_align_barefoot/0_1445.jpg,52.0,1445
254,casis/Dataset/cumulative_align_barefoot/0_1448.jpg,52.0,1448
255,casis/Dataset/cumulative_align_barefoot/0_1451.jpg,52.0,1451
256,casis/Dataset/cumulative_align_barefoot/0_1454.jpg,53.0,1454
257,casis/Dataset/cumulative_align_barefoot/0_1457.jpg,53.0,1457
258,casis/Dataset/cumulative_align_barefoot/0_146.jpg,7.0,146
259,casis/Dataset/cumulative_align_barefoot/0_1460.jpg,53.0,1460
260,casis/Dataset/cumulative_align_barefoot/0_1463.jpg,53.0,1463
261,casis/Dataset/cumulative_align_barefoot/0_1466.jpg,53.0,1466
262,casis/Dataset/cumulative_align_barefoot/0_1469.jpg,53.0,1469
263,casis/Dataset/cumulative_align_barefoot/0_147.jpg,7.0,147
264,casis/Dataset/cumulative_align_barefoot/0_1472.jpg,53.0,1472
265,casis/Dataset/cumulative_align_barefoot/0_1475.jpg,53.0,1475
266,casis/Dataset/cumulative_align_barefoot/0_1478.jpg,53.0,1478
267,casis/Dataset/cumulative_align_barefoot/0_1481.jpg,53.0,1481
268,casis/Dataset/cumulative_align_barefoot/0_1484.jpg,54.0,1484
269,casis/Dataset/cumulative_align_barefoot/0_1487.jpg,54.0,1487
270,casis/Dataset/cumulative_align_barefoot/0_149.jpg,7.0,149
271,casis/Dataset/cumulative_align_barefoot/0_1490.jpg,54.0,1490
272,casis/Dataset/cumulative_align_barefoot/0_1493.jpg,54.0,1493
273,casis/Dataset/cumulative_align_barefoot/0_1496.jpg,54.0,1496
274,casis/Dataset/cumulative_align_barefoot/0_1499.jpg,54.0,1499
275,casis/Dataset/cumulative_align_barefoot/0_15.jpg,4.0,15
276,casis/Dataset/cumulative_align_barefoot/0_150.jpg,7.0,150
277,casis/Dataset/cumulative_align_barefoot/0_1502.jpg,54.0,1502
278,casis/Dataset/cumulative_align_barefoot/0_1505.jpg,54.0,1505
279,casis/Dataset/cumulative_align_barefoot/0_1508.jpg,54.0,1508
280,casis/Dataset/cumulative_align_barefoot/0_1511.jpg,54.0,1511
281,casis/Dataset/cumulative_align_barefoot/0_1513.jpg,55.0,1513
282,casis/Dataset/cumulative_align_barefoot/0_1515.jpg,55.0,1515
283,casis/Dataset/cumulative_align_barefoot/0_1516.jpg,55.0,1516
284,casis/Dataset/cumulative_align_barefoot/0_1518.jpg,55.0,1518
285,casis/Dataset/cumulative_align_barefoot/0_1519.jpg,55.0,1519
286,casis/Dataset/cumulative_align_barefoot/0_152.jpg,7.0,152
287,casis/Dataset/cumulative_align_barefoot/0_1521.jpg,55.0,1521
288,casis/Dataset/cumulative_align_barefoot/0_1522.jpg,55.0,1522
289,casis/Dataset/cumulative_align_barefoot/0_1524.jpg,55.0,1524
290,casis/Dataset/cumulative_align_barefoot/0_1525.jpg,55.0,1525
291,casis/Dataset/cumulative_align_barefoot/0_1527.jpg,55.0,1527
292,casis/Dataset/cumulative_align_barefoot/0_1529.jpg,55.0,1529
293,casis/Dataset/cumulative_align_barefoot/0_153.jpg,7.0,153
294,casis/Dataset/cumulative_align_barefoot/0_1532.jpg,55.0,1532
295,casis/Dataset/cumulative_align_barefoot/0_1535.jpg,55.0,1535
296,casis/Dataset/cumulative_align_barefoot/0_1537.jpg,55.0,1537
297,casis/Dataset/cumulative_align_barefoot/0_1540.jpg,55.0,1540
298,casis/Dataset/cumulative_align_barefoot/0_1543.jpg,56.0,1543
299,casis/Dataset/cumulative_align_barefoot/0_1546.jpg,56.0,1546
300,casis/Dataset/cumulative_align_barefoot/0_1549.jpg,56.0,1549
301,casis/Dataset/cumulative_align_barefoot/0_155.jpg,7.0,155
302,casis/Dataset/cumulative_align_barefoot/0_1552.jpg,56.0,1552
303,casis/Dataset/cumulative_align_barefoot/0_1555.jpg,56.0,1555
304,casis/Dataset/cumulative_align_barefoot/0_156.jpg,7.0,156
305,casis/Dataset/cumulative_align_barefoot/0_1560.jpg,56.0,1560
306,casis/Dataset/cumulative_align_barefoot/0_1563.jpg,56.0,1563
307,casis/Dataset/cumulative_align_barefoot/0_1566.jpg,56.0,1566
308,casis/Dataset/cumulative_align_barefoot/0_1569.jpg,56.0,1569
309,casis/Dataset/cumulative_align_barefoot/0_1572.jpg,57.0,1572
310,casis/Dataset/cumulative_align_barefoot/0_1575.jpg,57.0,1575
311,casis/Dataset/cumulative_align_barefoot/0_1578.jpg,57.0,1578
312,casis/Dataset/cumulative_align_barefoot/0_158.jpg,7.0,158
313,casis/Dataset/cumulative_align_barefoot/0_1581.jpg,57.0,1581
314,casis/Dataset/cumulative_align_barefoot/0_1584.jpg,57.0,1584
315,casis/Dataset/cumulative_align_barefoot/0_1586.jpg,57.0,1586
316,casis/Dataset/cumulative_align_barefoot/0_1588.jpg,57.0,1588
317,casis/Dataset/cumulative_align_barefoot/0_1589.jpg,57.0,1589
318,casis/Dataset/cumulative_align_barefoot/0_159.jpg,7.0,159
319,casis/Dataset/cumulative_align_barefoot/0_1591.jpg,57.0,1591
320,casis/Dataset/cumulative_align_barefoot/0_1592.jpg,57.0,1592
321,casis/Dataset/cumulative_align_barefoot/0_1594.jpg,57.0,1594
322,casis/Dataset/cumulative_align_barefoot/0_1595.jpg,57.0,1595
323,casis/Dataset/cumulative_align_barefoot/0_1597.jpg,57.0,1597
324,casis/Dataset/cumulative_align_barefoot/0_1598.jpg,57.0,1598
325,casis/Dataset/cumulative_align_barefoot/0_1600.jpg,57.0,1600
326,casis/Dataset/cumulative_align_barefoot/0_1602.jpg,58.0,1602
327,casis/Dataset/cumulative_align_barefoot/0_1605.jpg,58.0,1605
328,casis/Dataset/cumulative_align_barefoot/0_1608.jpg,58.0,1608
329,casis/Dataset/cumulative_align_barefoot/0_161.jpg,7.0,161
330,casis/Dataset/cumulative_align_barefoot/0_1611.jpg,58.0,1611
331,casis/Dataset/cumulative_align_barefoot/0_1614.jpg,58.0,1614
332,casis/Dataset/cumulative_align_barefoot/0_1617.jpg,58.0,1617
333,casis/Dataset/cumulative_align_barefoot/0_162.jpg,7.0,162
334,casis/Dataset/cumulative_align_barefoot/0_1620.jpg,58.0,1620
335,casis/Dataset/cumulative_align_barefoot/0_1623.jpg,58.0,1623
336,casis/Dataset/cumulative_align_barefoot/0_1626.jpg,58.0,1626
337,casis/Dataset/cumulative_align_barefoot/0_1629.jpg,58.0,1629
338,casis/Dataset/cumulative_align_barefoot/0_1632.jpg,59.0,1632
339,casis/Dataset/cumulative_align_barefoot/0_1635.jpg,59.0,1635
340,casis/Dataset/cumulative_align_barefoot/0_1637.jpg,59.0,1637
341,casis/Dataset/cumulative_align_barefoot/0_1639.jpg,59.0,1639
342,casis/Dataset/cumulative_align_barefoot/0_164.jpg,7.0,164
343,casis/Dataset/cumulative_align_barefoot/0_1640.jpg,59.0,1640
344,casis/Dataset/cumulative_align_barefoot/0_1642.jpg,59.0,1642
345,casis/Dataset/cumulative_align_barefoot/0_1643.jpg,59.0,1643
346,casis/Dataset/cumulative_align_barefoot/0_1645.jpg,59.0,1645
347,casis/Dataset/cumulative_align_barefoot/0_1646.jpg,59.0,1646
348,casis/Dataset/cumulative_align_barefoot/0_1648.jpg,59.0,1648
349,casis/Dataset/cumulative_align_barefoot/0_165.jpg,7.0,165
350,casis/Dataset/cumulative_align_barefoot/0_1650.jpg,59.0,1650
351,casis/Dataset/cumulative_align_barefoot/0_1653.jpg,59.0,1653
352,casis/Dataset/cumulative_align_barefoot/0_1656.jpg,59.0,1656
353,casis/Dataset/cumulative_align_barefoot/0_1658.jpg,59.0,1658
354,casis/Dataset/cumulative_align_barefoot/0_1660.jpg,59.0,1660
355,casis/Dataset/cumulative_align_barefoot/0_1661.jpg,60.0,1661
356,casis/Dataset/cumulative_align_barefoot/0_1663.jpg,60.0,1663
357,casis/Dataset/cumulative_align_barefoot/0_1664.jpg,60.0,1664
358,casis/Dataset/cumulative_align_barefoot/0_1666.jpg,60.0,1666
359,casis/Dataset/cumulative_align_barefoot/0_1667.jpg,60.0,1667
360,casis/Dataset/cumulative_align_barefoot/0_1669.jpg,60.0,1669
361,casis/Dataset/cumulative_align_barefoot/0_167.jpg,7.0,167
362,casis/Dataset/cumulative_align_barefoot/0_1670.jpg,60.0,1670
363,casis/Dataset/cumulative_align_barefoot/0_1672.jpg,60.0,1672
364,casis/Dataset/cumulative_align_barefoot/0_1673.jpg,60.0,1673
365,casis/Dataset/cumulative_align_barefoot/0_1675.jpg,60.0,1675
366,casis/Dataset/cumulative_align_barefoot/0_1677.jpg,60.0,1677
367,casis/Dataset/cumulative_align_barefoot/0_1680.jpg,60.0,1680
368,casis/Dataset/cumulative_align_barefoot/0_1682.jpg,60.0,1682
